image_hash,width,height,box_hash,x,y,w,h,category
c7a8a9016d4f7964a2cbc3259a43625f,1080,1080,a53b952c1867a5d878075715eebf9ea9,94,269,455,724,coats_jackets
c7a8a9016d4f7964a2cbc3259a43625f,1080,1080,bac26d22f5b7b1a55ce6431681f41e4c,498,178,356,545,coats_jackets
c7a8a9016d4f7964a2cbc3259a43625f,1080,1080,4b63a06e91f05967c9c2fcb75c08138d,220,776,303,302,jeans
c7a8a9016d4f7964a2cbc3259a43625f,1080,1080,c974b98618b2e79be353d6ecc8bbd36b,573,642,227,438,jeans
c13a2ca77a413e3bb2974e690ed51ffa,1080,1080,1caf6d97c7c679a3fc728ea737c8dc15,629,374,306,331,tees
c13a2ca77a413e3bb2974e690ed51ffa,1080,1080,f10d5eb83e4ca080c6cfb9b9b5eb177d,253,362,293,336,longsleeveshirts
c13a2ca77a413e3bb2974e690ed51ffa,1080,1080,5ca4cd47f8eced67fea9fd316efee4a2,234,651,226,429,jeans
c13a2ca77a413e3bb2974e690ed51ffa,1080,1080,f46149cbc3c87d9b822a29eeb9c87b97,612,673,278,407,jeans
b5007420941317bb860f65ed21708750,1080,1080,2e616db05303282e908f9ae508f30ee7,124,422,421,313,longsleeveshirts
b5007420941317bb860f65ed21708750,1080,1080,1bd26d32707c945c7081009566e72fdb,430,438,399,267,longsleeveshirts
b5007420941317bb860f65ed21708750,1080,1080,c8df072314c1cc296e4fc98e05860866,205,722,191,186,shorts
c8983c9c871bad2ac5e3ec7e47e5ba47,1080,1080,732506105efb43a19f01aa0c1656199e,424,416,106,257,tees
c8983c9c871bad2ac5e3ec7e47e5ba47,1080,1080,824b53dd76f5283409974195861732f0,153,298,432,717,coats_jackets
c8983c9c871bad2ac5e3ec7e47e5ba47,1080,1080,d11cabd4592ccd97fc976825d744b017,605,321,281,611,dresses
c85790b8072ef2026b4bcf4ba3ddf3d3,1080,809,f59680e89a253e459de635f337314c98,618,167,168,235,tees
c85790b8072ef2026b4bcf4ba3ddf3d3,1080,809,eb11422713640b1b7febd9afcee474fd,308,339,399,348,coats_jackets
c85790b8072ef2026b4bcf4ba3ddf3d3,1080,809,f3f51bcb8deef8c3ed6b31eb0180ed71,707,318,150,312,coats_jackets
c85790b8072ef2026b4bcf4ba3ddf3d3,1080,809,b51857ec06940e2cf9874ada201f106e,131,0,275,634,jeans
c85790b8072ef2026b4bcf4ba3ddf3d3,1080,809,174f1c108fa08bff122dfd41b763c9b0,62,585,417,224,pants
c85790b8072ef2026b4bcf4ba3ddf3d3,1080,809,941c82647169ab89645b99c3888dabb9,479,385,428,424,jeans
c85790b8072ef2026b4bcf4ba3ddf3d3,1080,809,a22f21978b02167dfe62c3459123b00b,567,612,148,197,jeans
e4193406e293806b75d2d4c6e690db63,1080,1080,d53b1f55ffc020770680fc03d516cfe8,290,293,349,347,tees
e4193406e293806b75d2d4c6e690db63,1080,1080,f121f8eb8f3e6ff556584ee387836112,577,321,311,445,longsleeveshirts
e4193406e293806b75d2d4c6e690db63,1080,1080,9bd1e9f9cf6a386cf7df87a7c5c81c78,607,604,214,171,shorts
e4193406e293806b75d2d4c6e690db63,1080,1080,f8afdaaffad0ed78ae562060581d58b9,338,584,246,496,jeans
d237d5e952a678f2d176e6673ed1372a,1080,1349,7cb5925cac72f7f8e28a939345285be7,349,446,357,351,tanks_camis
d237d5e952a678f2d176e6673ed1372a,1080,1349,df225840ddd6b921be6f7807071e3185,378,1028,255,321,tanks_camis
e2fdd74402390b827528944d3b312bda,1080,1349,34ed5f5ad2b48b58050b15144521ca40,0,410,614,794,sweaters
e2fdd74402390b827528944d3b312bda,1080,1349,d565dcbd22cf059aafc47f42e443bce7,482,391,598,958,dresses
e800e37083a2fca8f57f92b6b2388fb1,1080,1080,4a6762eb2a210c45955c7926acbdf193,651,482,348,348,tanks_camis
