image_hash,width,height,box_hash,x,y,w,h,category
165445083f7b93ae73ba79582a72e701,1080,1349,f46495dc28a8d4741b8d4af380959579,123,373,694,804,tees
a51a37954fa88b364911a8b4e1a3c211,1080,1350,07f65e889d85959293956df9232e319a,300,305,423,291,longsleeveshirts
a51a37954fa88b364911a8b4e1a3c211,1080,1350,21fb6040994815eb7367a7165743b385,382,282,278,313,vests
a51a37954fa88b364911a8b4e1a3c211,1080,1350,502ef0a2702733b6912960de5284c057,166,537,438,539,pants
a84e0130f13215afd2cef1062b615c33,1080,1348,8267db7620db49a69de0995e6825d485,733,334,290,366,tees
a84e0130f13215afd2cef1062b615c33,1080,1348,c53fa532c3014a27bb06e74399268da0,415,478,118,168,tees
a84e0130f13215afd2cef1062b615c33,1080,1348,f7f5bf6311df4f48a7691bd1e5a93cbd,365,479,192,241,cardigans
a84e0130f13215afd2cef1062b615c33,1080,1348,d2df6dcbaf6d1f26b05bb3b9528846bb,708,270,269,415,sweaters
a84e0130f13215afd2cef1062b615c33,1080,1348,612363a047dcbf734a1fbfa5e31ca951,720,680,259,423,pants
a84e0130f13215afd2cef1062b615c33,1080,1348,33eb1638d152e282172ccc943e6409ce,215,588,254,404,pants
64e76edfdcbf376b64346b5dd9436da3,1080,1080,ba81eb1731e82a676c5a948de3cc07d1,289,232,237,317,longsleeveshirts
64e76edfdcbf376b64346b5dd9436da3,1080,1080,56b600a5d79504514b09560430dc0359,178,247,549,644,coats_jackets
64e76edfdcbf376b64346b5dd9436da3,1080,1080,fc671955c5d0cf01f8479c0c3b7b7f76,289,510,236,440,pants
d15ceaab459618a1ea1057b55e7cf88c,1080,1272,20fa5fe7e775d039c9be0c9c1c48f332,236,440,517,656,buttondowns
d15ceaab459618a1ea1057b55e7cf88c,1080,1272,f9d498d38c8994ee1cb29faa7d819d22,322,1052,382,220,pants
a5b05433a2d21cea6ff048eabf99a208,1080,1080,c088c6e7778a4d1e602fff0d420dff46,788,444,85,212,buttondowns
a5b05433a2d21cea6ff048eabf99a208,1080,1080,b7b49edac439734ec281b560c0ee2080,703,448,286,277,suitcoats_blazers
a5b05433a2d21cea6ff048eabf99a208,1080,1080,235200d6827935acae4fbdbaf928e2be,195,166,194,241,suitcoats_blazers
a5b05433a2d21cea6ff048eabf99a208,1080,1080,27a612cd5ba1529890577f2b5dd855f0,743,645,151,350,jeans
a5b05433a2d21cea6ff048eabf99a208,1080,1080,b3d868e286affb97669504755d1cc16c,202,350,148,161,pants
35220aa1c629b5ac3405fe1e35d644cf,1080,1080,efc9e6b43af96186522c4c7ac543b25e,853,0,227,475,polos
35220aa1c629b5ac3405fe1e35d644cf,1080,1080,21fcb88498a43f4dd6eb2aa3b840c592,703,0,377,409,coats_jackets
35220aa1c629b5ac3405fe1e35d644cf,1080,1080,3a75aaa4c0140edc5d028c1bfa5b23a5,609,371,441,282,shorts
1110489fe69105651bd535c039adebbd,1080,1349,f4126224ab1dd0c34b1dac15fe3547c9,327,325,541,797,sweaters
1110489fe69105651bd535c039adebbd,1080,1349,f1a69c64ca3a98278e9fa73e37705210,447,1083,286,266,pants
04316b7ec8263cd6f2be6fbce8b5d6e8,1080,1350,a2e1e70a9396eb61c3f3f3f039284a54,331,378,251,544,tees
04316b7ec8263cd6f2be6fbce8b5d6e8,1080,1350,e459071074301a1f510a9d111588e28a,254,328,424,569,coats_jackets
04316b7ec8263cd6f2be6fbce8b5d6e8,1080,1350,3235391e4b2d1aca955c595dc394c790,286,842,291,508,jeans
c5c3d0a0a898f3f30069e59ddfd424b7,1080,1080,f7cfe3a70431e160786c41c53f318188,91,288,948,771,suitcoats_blazers
c5c3d0a0a898f3f30069e59ddfd424b7,1080,1080,de2569dadceb30eb671c42f7fb527d00,564,607,322,315,vests
c5c3d0a0a898f3f30069e59ddfd424b7,1080,1080,e3aa82d2e3fbb15a3447173217c7676f,508,878,420,202,pants
5049c1c5872dc3c301803ee3fe26f28f,1080,1081,fbf90db2bfd434ce2e0cfea35999c5a2,584,230,100,273,tees
5049c1c5872dc3c301803ee3fe26f28f,1080,1081,b264e4a79bdba8b7c8ddbffe26e12816,459,183,275,404,coats_jackets
5049c1c5872dc3c301803ee3fe26f28f,1080,1081,4ac7d09fda344dd6059f802d04338e41,403,494,289,451,pants
fb0ef5db2e26757aadecafa216c7d31a,1080,1350,4ec115d61ce7b583bd0102b814eab32c,348,616,592,734,suitcoats_blazers
ec52b9a411213e60c8f65e5c13e79a4f,1080,1080,c7ddeb31eca1bf9e4035508d425e4774,465,402,415,402,cardigans
ec52b9a411213e60c8f65e5c13e79a4f,1080,1080,0e8dd158b078ad7663bb6475ac34427d,485,676,368,272,jeans
e042e4d1794624ad6be52ad62cc79348,1080,1349,9f5460ebe1317b2ed832e4eca546c505,630,885,130,229,tees
e042e4d1794624ad6be52ad62cc79348,1080,1349,76ed933ced9addf53c54e2ca74e7a87b,322,724,595,500,coats_jackets
e042e4d1794624ad6be52ad62cc79348,1080,1349,6e35f752cb6baf6d6b321b127a17525a,577,1090,322,259,pants
e042e4d1794624ad6be52ad62cc79348,1080,1349,774c09eff11035253ff3fc5a95340568,215,908,422,441,dresses
dd39a825f0d411162d15294bf3916bcf,1080,1080,0c82737e32eccde15e81df0cb2800608,376,478,304,602,longsleeveshirts
1825565112a00c836b86c6dffe05c869,1080,1350,41758619efbfc2b3b29d7d6b5d6c6684,270,285,565,490,longsleeveshirts
1825565112a00c836b86c6dffe05c869,1080,1350,5c4d688441c974a01d3bddc10e0953b8,296,586,576,559,pants
5e395fb5d5acf2726075cbe6f3147369,1080,1228,aa93fe59ef79d4b0bb02aab064b29b05,249,470,286,655,tees
5e395fb5d5acf2726075cbe6f3147369,1080,1228,35232ed98bf043768ce6169a5270510b,550,286,226,458,tees
5e395fb5d5acf2726075cbe6f3147369,1080,1228,6deb4dc9723b1ff765db9f030d676eda,431,232,600,558,buttondowns
5e395fb5d5acf2726075cbe6f3147369,1080,1228,787d3794b8bc2555f466bb61b9470499,0,407,676,821,suitcoats_blazers
5e395fb5d5acf2726075cbe6f3147369,1080,1228,f5bc9492f21cd779d289fd3c83d28db5,529,665,427,462,jeans
bf236f974f1eacc27a4effdecca48474,872,1090,d0b5d8d1c9dabc201be82dd2838f2b4a,381,542,213,286,vests
bf236f974f1eacc27a4effdecca48474,872,1090,153f533f3d590f35e581312dafbc05df,95,486,659,488,suitcoats_blazers
bf236f974f1eacc27a4effdecca48474,872,1090,843195f177447b027131857382faf686,170,725,433,365,pants
7689178c3dc394ef160fa5319fbe6af2,1080,1349,5984f50c0bc5a7edde6c60b334990808,315,229,283,446,longsleeveshirts
7689178c3dc394ef160fa5319fbe6af2,1080,1349,0da50bcecd3be06232f8dd7008e4800b,222,15,395,711,coats_jackets
7689178c3dc394ef160fa5319fbe6af2,1080,1349,b5eeae6c307aed81bb56ab444e77efa2,289,608,441,592,pants
7017f8e5d940e4951863090da89d7140,1080,1080,d79cb012c5a596740a5855e1e1361be0,309,356,116,145,buttondowns
7017f8e5d940e4951863090da89d7140,1080,1080,6a03ba6010cf75335b8437de496d1914,314,478,113,91,shorts
7752b687fbdc90a5915281220d3b5d8c,1065,1065,987b466930b63fc62329080743f03c78,487,286,267,390,suitcoats_blazers
7752b687fbdc90a5915281220d3b5d8c,1065,1065,b0a23c1630eb1b5de30052de4294ddf1,548,507,152,453,pants
c4aa58ed5b1ea02edaff38e11a2bd546,1080,1080,db70cf1138842e5532a050cfd99020a6,0,315,321,765,coats_jackets
c4aa58ed5b1ea02edaff38e11a2bd546,1080,1080,19e0ef6398e2bda2fbd3abd3629adfc9,580,325,494,658,coats_jackets
731bd78a5451a7737dd71a65c7812ec5,1080,1080,3600384e18ee2754b6badbf8f0766dff,464,215,151,380,buttondowns
731bd78a5451a7737dd71a65c7812ec5,1080,1080,ed8be3d139a1832821cc184fb81fb4df,354,197,381,507,coats_jackets
731bd78a5451a7737dd71a65c7812ec5,1080,1080,67753e44b587108dd8e360097828f0ce,455,551,413,302,pants
bcd3ca9cfacedffd320c9a7b34ca9326,864,1080,5c2ea24b47433ae3942aafb475544222,0,603,864,477,coats_jackets
6ad19ad5270937affcb9d818ab0ace24,824,1031,d2999295055324f91c492cb59452eaa3,233,298,312,687,hoodies
6ad19ad5270937affcb9d818ab0ace24,824,1031,1d097f35de4c7354777e78192cf5f0a3,155,295,518,603,coats_jackets
6d109d0fe3ef84aaa153f0fe28f7a978,1080,1207,8b22434e95d0d1c5a2d99104cb3449b5,0,354,1080,853,suitcoats_blazers
9ae7a0ed33d8568039005f486ab1a1e4,1080,1080,1498139b21735289a2ed0850ce205976,452,115,179,478,hoodies
9ae7a0ed33d8568039005f486ab1a1e4,1080,1080,9c7476dfbbf0520c03fa023e7b291e90,414,228,240,335,coats_jackets
9ae7a0ed33d8568039005f486ab1a1e4,1080,1080,42852984ffc780b8dfd82f1304a37e3c,467,549,147,389,pants
9c2c1b21752cdbdb963fdfb74895c98a,1080,1350,28dec5aeb8aed0753b018f29c3e52303,433,460,428,569,tees
9c2c1b21752cdbdb963fdfb74895c98a,1080,1350,668cf680a08b19d460c6757880a30575,261,858,589,492,pants
2e85f2385dc438afcfb08afcfcd40192,1080,1080,54912cdba87c0ff30380b2e4c915becd,375,640,705,440,coats_jackets
ab18b6739031658ff06e8371dcc061df,1080,1080,1cf8a0091861d092f100b409ed0e7187,335,167,408,383,henleys
ab18b6739031658ff06e8371dcc061df,1080,1080,c351298db936c759139c95da55d7da05,299,426,471,481,jeans
524cc7a040a791f6896db0ada68c540b,1080,1350,aa5cab57fa198a62bd337aa5b2a5c5b1,174,387,778,509,tees
275029d3aba73703e953931b1b530204,1080,1280,ea8579c96231222a14084f9cdb3f70d8,243,224,513,492,hoodies
275029d3aba73703e953931b1b530204,1080,1280,4ffb68889c59ab7de27042ee8969ce40,288,424,497,578,pants
1e2c3efa91078c14ef3bc442aa3226ed,1080,1349,09aec624bf81c420cd19dd4e5c84f5ef,380,367,174,317,buttondowns
1e2c3efa91078c14ef3bc442aa3226ed,1080,1349,00c3a5bf2a09122c37c94c985d4b702f,218,367,404,462,coats_jackets
1e2c3efa91078c14ef3bc442aa3226ed,1080,1349,1315555ebafdf6ca6524003c8277eee8,329,649,408,543,pants
78280105244fdc82d8e669f946e3349a,1080,1080,40de00b624f9bf3010cddd0fdd897995,27,523,842,557,tees
6975a79a2203e898063a2ef892eff3ed,1080,1080,698581fe5a2784e1f6e942a5a3d18cc0,382,588,369,492,vests
6975a79a2203e898063a2ef892eff3ed,1080,1080,8432b1ac349c9fd689a3f77752ca3def,52,527,931,552,suitcoats_blazers
6975a79a2203e898063a2ef892eff3ed,1080,1080,afa6c4ced2dce8510a616297472e3666,238,188,661,501,pants
732701a7e1d0151da44b52b0f845c329,933,933,a1de20ca5331eac6bc2ee538ec1d463f,0,19,933,914,suitcoats_blazers
b32620499d2e82a7d890d01a1bf63259,1080,1080,7803be931bcc1c450818fac69d149cb4,340,322,390,282,buttondowns
b32620499d2e82a7d890d01a1bf63259,1080,1080,d7da1805adf76251d3bc6e95685dc6f9,303,504,336,393,pants
3b2d72b3e48983a1507b139a96e0846f,1080,1080,7d5a3acabadc780222b3ce4257efdde0,366,0,243,483,sweaters
3b2d72b3e48983a1507b139a96e0846f,1080,1080,2735db2a51827dc1452dcb7c849849f9,67,0,772,720,suitcoats_blazers
3b2d72b3e48983a1507b139a96e0846f,1080,1080,1d6f2fb6eef2cd132804073754c4044f,427,343,570,664,pants
2f7c21f38d6450f936618065ebe30165,1080,1349,b0339487d572e15787097da372a90ab5,281,451,611,898,buttondowns
4eb2e61ee57dd4514652d67291aac3f0,1080,1349,e25e7be66df3f1ba5775ab519ca143c4,647,589,310,514,buttondowns
4eb2e61ee57dd4514652d67291aac3f0,1080,1349,d8957cffd6b97847ff9231edc81decbc,462,579,618,627,suitcoats_blazers
2f14d4431208b1f0755bdb57f1fc890d,1080,1217,1d537202a67f937af1ec0de314068ff8,295,432,380,785,longsleeveshirts
2f14d4431208b1f0755bdb57f1fc890d,1080,1217,e21824d20ac549820c67c0bb82fd89ae,106,344,891,873,suitcoats_blazers
ffe68bc20e96647102a86fbf6162eff0,1080,1307,49b88492e8c6d1e1765e7b1b195be871,380,439,335,385,coats_jackets
ffe68bc20e96647102a86fbf6162eff0,1080,1307,7dd45920304d7faa4102b7ea670e1cf3,486,772,246,465,pants
57ad663cb492bb5abc67f51423a859d9,1077,1290,6b9e7747621aaf58a1bdc08e5fc79cbc,504,240,153,373,buttondowns
57ad663cb492bb5abc67f51423a859d9,1077,1290,af2c7a00cfb3285b9ba0e087a1a81d9f,416,243,453,683,suitcoats_blazers
57ad663cb492bb5abc67f51423a859d9,1077,1290,8792a7348dd789dd267bf7fcec7d757f,499,770,324,520,pants
57ad663cb492bb5abc67f51423a859d9,1077,1290,296722aec16e56abf5886423da713b5f,266,302,270,988,dresses
cac8bce357515d1656f5a2b5acd6bd84,1080,1027,243fdd96356e3d78e54bb962bf59e9d1,82,237,548,727,buttondowns
cac8bce357515d1656f5a2b5acd6bd84,1080,1027,97be1724471e35b8d4d3305609af743e,0,239,613,788,suitcoats_blazers
d7e2cd53ca93c5c34ae23dd4ce83cb2c,1080,1349,5e561228bf6f1095af8a42f410a8aab0,209,606,871,743,coats_jackets
d9d5d2b5c21dcf2c8073ff69a970ce8e,1080,1080,9a0fa48623abdae5be67aacd47d83207,314,301,354,372,tees
d9d5d2b5c21dcf2c8073ff69a970ce8e,1080,1080,732c9ebf0c89862e8b564a0425c6abc3,350,481,409,362,jeans
b2f517086fb455e1efe748d81d111e12,1080,1080,fa23e5384b07ec3909138860030ddd46,473,316,519,733,tees
ac516a35823230cda8009e45ab0883d7,1080,1079,8ae3cbe9ae343374314c01b32de1548a,264,224,133,256,longsleeveshirts
ac516a35823230cda8009e45ab0883d7,1080,1079,603e243a8f4bf24b2504ede79d0909e5,149,214,354,443,coats_jackets
ac516a35823230cda8009e45ab0883d7,1080,1079,0e2003baad289d874e4bed309b2e140f,464,142,356,484,coats_jackets
ac516a35823230cda8009e45ab0883d7,1080,1079,9b80704df8eeb5c137369db4d489d9aa,242,580,214,403,jeans
ac516a35823230cda8009e45ab0883d7,1080,1079,a0fc28b6c331399e88a52937d4e36db9,494,559,226,496,jeans
37322071e2d124498eceae199b954f5a,1080,1080,25eea1f5f65042feb9b32d3d64409b66,158,303,529,645,longsleeveshirts
a62a36d5992bdf57a4906f2065b06724,1080,1080,0497bc9a0ac87d0761419616cfde56f4,495,210,167,317,tees
a62a36d5992bdf57a4906f2065b06724,1080,1080,3e76e3a350709c4eb9ebe125a5f86abd,395,489,247,437,leggings
a6aacca63b54c4bf26ec64410ecf0257,1080,1080,bd9473e9660908359f770b5c8513677d,169,116,343,417,longsleeveshirts
a6aacca63b54c4bf26ec64410ecf0257,1080,1080,048fdc7061b4d5352470a6548ad8de80,203,485,273,484,jeans
e238350ea7f841362620253276f778c3,1080,1080,391edaa1959205c90045704b93bd1414,102,2,810,922,suitcoats_blazers
f376cab1bf60a4217860461c3e1093c8,1080,1080,97f96a5b68f5f2b16fefe6d33cb69a0e,0,613,351,349,longsleeveshirts
f376cab1bf60a4217860461c3e1093c8,1080,1080,5e2f637bd3986f1cfda0d00a7dc6f4be,770,486,310,365,hoodies
f376cab1bf60a4217860461c3e1093c8,1080,1080,97e9a6a7b98d3b48b908663fef634d69,0,818,457,262,pants
f376cab1bf60a4217860461c3e1093c8,1080,1080,fa7132bb7d65411efcbc5c99aa2bc9ff,733,764,347,316,pants
6211a9977cc1c55811c48702b78635ba,1080,1080,2c78f27fd7c3ac4659c43a2de30233ab,0,417,997,663,longsleeveshirts
480fff7baacb7f011574107a800052e0,1080,1350,bbaff983af8478a8737720acded29911,119,253,787,1097,suitcoats_blazers
912cea7951d136155bc43448a983e3e7,1080,1080,513887cfc4555d5fa61a45835ed804dd,346,445,317,635,sweaters
912cea7951d136155bc43448a983e3e7,1080,1080,0913908881516e4c3a552d857ddb5885,184,476,765,604,coats_jackets
0375290bb369d2c88003179dba1b2055,1080,1080,2bb97b483ed09678446bc8a29f57fbff,0,413,986,667,hoodies
0392666a86e54d605006b1ca663b95fd,1080,1285,1b6d418f3b0089b32064097950bd6364,494,640,181,236,coats_jackets
0392666a86e54d605006b1ca663b95fd,1080,1285,68b82700e748d1ed48711e5123fea26e,499,851,153,268,jeans
2788b49358c61dd5775d532c11bf78f2,927,927,d8be0476801f6f78d70d0b0e04d845cd,433,399,227,449,tanks_camis
eb51992084a57bf39631cb5c53c6b8b2,1080,1350,359007fde27f33a60687cbde98cde13d,75,15,1002,1267,suitcoats_blazers
eb51992084a57bf39631cb5c53c6b8b2,1080,1350,b1aa842e565c0d9c9a1546f089566e32,163,936,610,414,pants
c5aa1b6a41ae2d92f331a9615f40fb17,1080,1350,96e19a8146c001765c4be7174c8ef48a,506,331,274,612,longsleeveshirts
c5aa1b6a41ae2d92f331a9615f40fb17,1080,1350,33697b7d7a8b2b0049cb839ff1aa4057,244,244,684,901,coats_jackets
c5aa1b6a41ae2d92f331a9615f40fb17,1080,1350,f293630bce97a56ccfd17988b8d28a19,404,898,489,452,pants
d04debfd8590d56fd06b2aff25d8b9e7,1080,1292,c9fd8414c41aef15500f831003264d5e,560,259,109,318,buttondowns
d04debfd8590d56fd06b2aff25d8b9e7,1080,1292,dc620f79c0f2a4889ba7d468c440974d,457,259,394,495,suitcoats_blazers
d04debfd8590d56fd06b2aff25d8b9e7,1080,1292,02a32e15bbd17e2edddd7d93e6e524a1,463,607,270,484,pants
398bc7f464d3c27797d94555bf2b842b,1080,1350,d3d8e39ae6f63000eda8feeb73f11fa6,274,467,456,399,coats_jackets
398bc7f464d3c27797d94555bf2b842b,1080,1350,d662de4c6195b9583e2854cb4be0b9a8,249,708,500,341,pants
