image_hash,width,height,box_hash,x,y,w,h,category
f69707d6275366936bca28f8a432c50c,1080,1080,8f1551d5231524bf626d9e58c20dc754,410,139,296,430,buttondowns
f69707d6275366936bca28f8a432c50c,1080,1080,53a06884a9a9f2dfefbc3c164035104b,410,535,304,412,jeans
fd3d455d442b33eae5d15e78ff58ff9d,1080,1350,6aeb85fe5d50b10c755109c9f53819d6,334,245,365,502,suitcoats_blazers
fd3d455d442b33eae5d15e78ff58ff9d,1080,1350,d73ce22559514e581b8c348a0c579b01,365,645,250,572,pants
ebd41c44f71308f4236f6ea0cc25df31,1080,1080,f57e0dcd74bd53a83a4f86831eb46abe,473,197,314,440,tees
ebd41c44f71308f4236f6ea0cc25df31,1080,1080,799a999b12836d143307e7af3ae6eccf,345,428,414,526,jeans
ec69d7558355da4d96d2ab8f6a002205,1080,1080,f172d632688de8606c588e33922893da,541,165,111,357,buttondowns
ec69d7558355da4d96d2ab8f6a002205,1080,1080,64372d0ce756b106182bc38537fdc620,465,171,396,512,coats_jackets
ec69d7558355da4d96d2ab8f6a002205,1080,1080,c60c974d97c94b0f091531d6a834f781,482,513,222,504,pants
0eb37fbc31089c08441f58c01854fcb3,1080,1080,e54728428843bc7dd71cbc52039cc4e6,360,333,168,325,tees
0eb37fbc31089c08441f58c01854fcb3,1080,1080,df0c5048e7d9ad2956631840e80b0eaa,394,604,135,156,shorts
1dd2e4ba9414d6209693b439b3ef44c7,1080,1081,5df7028a220cee6a4c7d2dc6647bf5ea,532,167,341,365,hoodies
1dd2e4ba9414d6209693b439b3ef44c7,1080,1081,56b295218edb02a6a2ac1edb5335c0aa,561,537,204,412,jeans
4eda948934ae632f086ac5566e68cb36,1080,1080,2f39a84d29f355c15b52b4fe2e80fb91,515,252,145,335,tees
4eda948934ae632f086ac5566e68cb36,1080,1080,17da9a3587195ef507296836049c0954,392,198,380,385,coats_jackets
4eda948934ae632f086ac5566e68cb36,1080,1080,9893dfeb03c0350ecab95f875c4a3556,500,549,167,410,jeans
c39920509d1e952e889211903560fe92,1080,1080,d07506f65ef6074613290d55ccd2231a,693,406,349,503,tees
c39920509d1e952e889211903560fe92,1080,1080,a131b9617ea88b32324671c9c18329cb,269,607,707,403,pants
d0d05a1143dde3e5d5ca4fb3d977dac0,1080,1080,b751ffaf166058e1972915576f67f8d2,418,175,293,351,buttondowns
d0d05a1143dde3e5d5ca4fb3d977dac0,1080,1080,b92308b221eaad7d718cc6c5363fe61c,439,514,301,489,pants
d50c8240104e78ab0583ace5cae3942b,1080,1080,8f34c0cbcb5902071c4282de6b6d4267,499,165,204,415,tees
d50c8240104e78ab0583ace5cae3942b,1080,1080,bd311888d8ea644816387ce8c4dcf222,389,118,425,447,coats_jackets
d50c8240104e78ab0583ace5cae3942b,1080,1080,c61bc02da0e894c3b0e8feec38e1621a,182,161,97,150,coats_jackets
d50c8240104e78ab0583ace5cae3942b,1080,1080,7e758e18c20eb913d7c6379700f5b408,481,534,235,449,jeans
d50c8240104e78ab0583ace5cae3942b,1080,1080,935abab51d0964b95d7c57adfc63e95f,158,298,147,150,jeans
3c1d865d7b058a3c0c642d3d5759c0ef,1080,1258,dc4b1cd9236b4fe7197f8a227ba3da07,609,218,148,407,longsleeveshirts
3c1d865d7b058a3c0c642d3d5759c0ef,1080,1258,ddc2b132715afdeb40b7d6aea374d500,519,165,383,497,coats_jackets
3c1d865d7b058a3c0c642d3d5759c0ef,1080,1258,5f3b0f826d0888c8067600f96027b63f,210,191,327,461,coats_jackets
3c1d865d7b058a3c0c642d3d5759c0ef,1080,1258,d634e045d6463922abcf9213d5934782,570,605,254,499,jeans
3c1d865d7b058a3c0c642d3d5759c0ef,1080,1258,4ccff430253827e096aef1f774fec2bd,169,631,293,466,jeans
2bf382be24c20f4f184694bbaf42ecf3,1080,1080,c6a8556161b23de6838658d638572265,665,571,201,200,tees
2bf382be24c20f4f184694bbaf42ecf3,1080,1080,7ae15a12dc140b3ac0fa3d6511f855bb,622,697,178,98,shorts
2b70be9bb1d960f508f5a664102a828b,1080,1324,b5c165a1b85d78dff6c15d00e1726053,102,616,353,379,hoodies
2b70be9bb1d960f508f5a664102a828b,1080,1324,71869a25da39a7281e6fba857cc08943,349,660,497,336,pants
2f27ed7decc084149d4f16db62ed82de,1080,937,7b027243738d9ef9d41286bbb0c1c003,28,641,168,244,coats_jackets
2f27ed7decc084149d4f16db62ed82de,1080,937,f1d43d8e616ba61d90fef5ce9d01c132,178,802,59,71,shorts
2ff5debaa10e9d081ea702f0ab293baf,1080,1080,896ab57d02c8ea981d6046b06941fada,203,161,198,464,tees
2ff5debaa10e9d081ea702f0ab293baf,1080,1080,7ef24a8c3d98adedc6ac9767c87fa8e0,684,184,232,451,tees
2ff5debaa10e9d081ea702f0ab293baf,1080,1080,18c1e4e1e839b122d74256eddb625ba5,630,145,365,464,coats_jackets
2ff5debaa10e9d081ea702f0ab293baf,1080,1080,ca5a4ebd6387e4de68ab1cf0f5980798,99,585,410,401,jeans
2ff5debaa10e9d081ea702f0ab293baf,1080,1080,5dc18ecb1b938f0a135fe186888b5c91,686,578,221,184,shorts
3be1437a7209db8ea9bcc149b4c43c0d,1080,1080,3605b5f90d95e3726563a8c6c4853f3f,620,164,246,313,tees
3be1437a7209db8ea9bcc149b4c43c0d,1080,1080,aa2e6ffc5c6b4ba24623658024ba4622,659,459,230,476,pants
47345eeefc14a52a34622176b640500c,1080,1080,c8bbaf80d1430fbca8301296eebfc4ce,226,460,332,454,tees
47345eeefc14a52a34622176b640500c,1080,1080,bf78d450a263b3ef10f349b59bdf18b1,323,611,361,316,jeans
37894fc64b807bd369567ebb08367067,1080,1080,6fbe9474d78ce15759a4b6a1b62efb18,483,146,188,429,buttondowns
37894fc64b807bd369567ebb08367067,1080,1080,3cea08c0e07b565449ebadc5b2af8425,371,130,398,575,coats_jackets
37894fc64b807bd369567ebb08367067,1080,1080,c1d56e9fd6e45ba07d4ec36993074fbe,727,128,255,389,coats_jackets
37894fc64b807bd369567ebb08367067,1080,1080,3fda865a313a6a6ac839a1c919a326b1,482,520,230,478,jeans
37894fc64b807bd369567ebb08367067,1080,1080,44cac995b3d0c52b6ef69690eef70100,733,508,211,308,pants
48136b270fe8b54a9eabd5ecf1ff37b0,1080,1350,9215f20976bf13ed70698ac25a2f9e1e,397,484,274,368,tees
48136b270fe8b54a9eabd5ecf1ff37b0,1080,1350,19183f11bc4704697a0cbfa47716bd95,416,836,231,223,shorts
2b74609bc45050b105272a4fc42dde01,1080,1080,961986fa416bab48af99b9da0fd66b8a,300,318,360,296,tees
2b74609bc45050b105272a4fc42dde01,1080,1080,72719841a62627c91951d33441ecff94,366,523,281,168,shorts
0551916798b575833b2722de41b38f19,1080,1080,f472769896d80edef4eefd84a15e0442,334,127,502,440,tees
0551916798b575833b2722de41b38f19,1080,1080,981ce6959dec5b0f4b53f5bbc4235b29,400,480,613,459,pants
47072947d792c71fc9ea87209ed3f8dd,1080,1349,f318dc3923434fc5476f89022d3409b3,362,474,308,377,tees
47072947d792c71fc9ea87209ed3f8dd,1080,1349,583cc6c8e3ed4eff400bfacd23701f51,424,834,217,437,jeans
a9cca00564e55453320990757cbd1466,1080,1080,6a40aa5a5433f5350a2f570558493255,374,218,306,374,tees
a9cca00564e55453320990757cbd1466,1080,1080,41e24eeccfb837c895288257442484fc,401,559,233,442,jeans
a3acb41db057acfd2200c3cfb3da68f2,1080,1080,cab224b5b4cc1d64a98ccc2b76ba40ab,367,159,330,338,buttondowns
a3acb41db057acfd2200c3cfb3da68f2,1080,1080,bf08435dca4e35a7bc6de18e70ab818f,407,475,220,471,pants
32549498668f63e075a2b7b10b337168,1080,1080,1e894ba3f0b0c2f0a435ed2f09cee710,327,198,572,882,coats_jackets
a19541fcd8395b57a430bf5d496d601a,1080,1080,5caed0a909ffbbf4358a30eb655e7ccd,379,148,315,326,buttondowns
a19541fcd8395b57a430bf5d496d601a,1080,1080,896575a3709e98caf93c3dab39092d5e,416,449,226,520,pants
ad85e05b891574bf01d92de6751f5213,1080,1080,d6e32211cc0fac7da2f5b4b86105e00b,353,148,309,417,suitcoats_blazers
ad85e05b891574bf01d92de6751f5213,1080,1080,94c183e83a05666eeb8f8bd296b30351,387,473,239,511,pants
b3b360fd3f041b9af4d2a12a77481069,1080,1080,0021aa214db64eaf50ac34561228816c,305,363,701,717,tees
b3b360fd3f041b9af4d2a12a77481069,1080,1080,52371286c96fbe8e98ddaa71397fcdef,799,293,209,198,polos
b1bb5c9f82f04abf0a16498f76686606,1080,1080,4e6f3efcb5bd5954aacc7d60f01b43eb,540,231,540,698,suitcoats_blazers
b1bb5c9f82f04abf0a16498f76686606,1080,1080,d496f4836554256396425cf047142d4f,88,151,329,421,suitcoats_blazers
b1bb5c9f82f04abf0a16498f76686606,1080,1080,b25d0c4029f01c94b73cfef48468aa13,549,559,287,521,coats_jackets
b1bb5c9f82f04abf0a16498f76686606,1080,1080,077dde4b94804022128a941c717c3433,95,359,180,347,coats_jackets
b1bb5c9f82f04abf0a16498f76686606,1080,1080,4394f3a3e11b3e9914243221966c2989,779,777,216,303,pants
b1bb5c9f82f04abf0a16498f76686606,1080,1080,68c53c01c91be3ae4b48847d88c1b82a,185,487,211,521,pants
b8d917254e5db38fb5805a0b7f2c8f06,1080,1080,bd15eec45402f3026804e7061bb3683f,382,253,509,718,buttondowns
b1dd53eb5597071c7650472c01c9a318,1080,1080,504fe4b5eed98c81188a47075f1b943c,226,536,144,106,tanks_camis
b1dd53eb5597071c7650472c01c9a318,1080,1080,4421e519b0b618ceb07bfdf594ed5537,547,668,298,165,tees
b1dd53eb5597071c7650472c01c9a318,1080,1080,5e6fc65feb9aed4f863a727627b9fce8,435,712,168,150,shorts
b1dd53eb5597071c7650472c01c9a318,1080,1080,6f6092899e712b83f790c15127ec3587,370,530,389,117,leggings
b1dd53eb5597071c7650472c01c9a318,1080,1080,6271daff07d185964b1242d2c0770f75,263,743,191,82,leggings
addffd99f5e0c5fef257ef766f06b23e,1080,1080,74f4ce376a1bfd7df0ce65608628cbe6,413,275,554,606,suitcoats_blazers
addffd99f5e0c5fef257ef766f06b23e,1080,1080,c936026673da501ec5d13abea0f26682,491,743,366,337,pants
b391ea96e7995ceb015cdf78fd31b079,1080,1080,6b557a5ece72c4be5ba7e927970f7ab2,45,299,364,584,tanks_camis
b391ea96e7995ceb015cdf78fd31b079,1080,1080,a3fe22f2d4389708bc7432155aee675e,98,619,323,295,shorts
b545d36ac470ff6950d04905b0125d2e,1080,1080,1d590a8da9df3322ecbc0e51ac925d04,516,218,319,399,buttondowns
b545d36ac470ff6950d04905b0125d2e,1080,1080,03fda61ba8c24ff9ef9d710fdd333a4f,114,300,180,237,coats_jackets
b545d36ac470ff6950d04905b0125d2e,1080,1080,2cd773819c8af3344c186f798425af09,48,502,235,256,jeans
b545d36ac470ff6950d04905b0125d2e,1080,1080,75db1e031b0a8d8190aba15968f9c371,354,529,358,362,jeans
b664ca85b5cb5fc007bf883cd88386f1,1080,1080,0d16c385bad73af7cfd1b1eda928d161,361,296,355,699,tanks_camis
b2538977eedecd3e13a293b38f2aa8d3,1080,1350,cb36f0b631044531e552e02ca2dbaa42,416,392,279,488,suitcoats_blazers
b2538977eedecd3e13a293b38f2aa8d3,1080,1350,e3c2d696dc5c54632076d5abd070d7f0,431,754,205,490,pants
b52a3a6c3d14a4a2e13bf0cc6689dc79,1080,1080,61fd463663edce4168ea1e67d6e0caf3,483,471,57,226,longsleeveshirts
b52a3a6c3d14a4a2e13bf0cc6689dc79,1080,1080,13e5f86f893cfe8431f6f8ba82f9ebf0,392,373,231,397,coats_jackets
b52a3a6c3d14a4a2e13bf0cc6689dc79,1080,1080,25e314264a992397eefeabb6e2502623,448,695,141,290,pants
b10d37af591f7c746ccc4667d3629161,1080,1080,759e166700fc031593752e5c1ce6d992,267,156,316,418,tees
b10d37af591f7c746ccc4667d3629161,1080,1080,7fe05f9f1f8b56691c4dfcfa4c216cff,151,562,175,304,coats_jackets
b10d37af591f7c746ccc4667d3629161,1080,1080,5420f16828485d2a0f73b86e52d12886,311,549,240,417,jeans
bb0c6a3bb6c12aad5afa64f746bced28,1080,1350,97578646e2570d8c5ed40ad35215358c,431,369,183,413,sweaters
bb0c6a3bb6c12aad5afa64f746bced28,1080,1350,540d8a5c524f20749998fe3f7616e00a,351,338,370,454,coats_jackets
bb0c6a3bb6c12aad5afa64f746bced28,1080,1350,e14864d9a263ed409683aa500df3ae8e,428,747,260,497,jeans
bab8f501979e1a365b05dbdbf91151b8,1080,1350,52755d4cd7102b05bc3b633e335c0ed8,464,299,409,356,buttondowns
bab8f501979e1a365b05dbdbf91151b8,1080,1350,92d518ac8d3991a8c5d8d4caafff6b63,160,309,297,490,suitcoats_blazers
bab8f501979e1a365b05dbdbf91151b8,1080,1350,ba720df2c5f9d63258dfec5afb34639f,189,665,302,570,pants
bab8f501979e1a365b05dbdbf91151b8,1080,1350,af280e971b3535609db4043f1c509ac5,523,614,252,550,pants
c8ae268ce789bf1926803a08d9ffd30d,1080,1080,86cbc4c828aaf470273514cd7f7656b9,106,199,499,866,cardigans
c8ae268ce789bf1926803a08d9ffd30d,1080,1080,f428f472befd9799f715cb7abbb5e31d,285,353,184,543,tees
c8ae268ce789bf1926803a08d9ffd30d,1080,1080,0348b2d4777c6103d724a8b94bad3d51,613,325,122,529,tees
