image_hash,width,height,box_hash,x,y,w,h,category
13b106aee82be67a0d7864cf47b76412,3168,4752,68c0336510d8c2e020bb571ba44a04e8,978,950,1110,1323,sweaters
13b106aee82be67a0d7864cf47b76412,3168,4752,ceebb0b4bad7af197a1faed6dc5d43d7,1171,2063,760,2060,leggings
309e46a5c7eea2b35b40240e9c60ab40,1014,1522,6c127d667a915cb98e8e4d14bf5a8ec8,328,345,355,506,sweaters
309e46a5c7eea2b35b40240e9c60ab40,1014,1522,5f4a6aefa7b4a046d0cc9d8e6cd30a07,461,348,222,579,rompers
309e46a5c7eea2b35b40240e9c60ab40,1014,1522,aaed894401ece7bf2c0091a24d907166,462,675,267,566,leggings
701aaf64ce1538b50ac50fd370d32b75,1536,2048,69b060d3daaffa4b98ce6b15b9adb6ab,378,677,927,942,sweaters
701aaf64ce1538b50ac50fd370d32b75,1536,2048,812408977b9e85d853c86cce1aa7e6fa,561,692,516,887,tanks_camis
701aaf64ce1538b50ac50fd370d32b75,1536,2048,9ed4d155c57e19d14cdae8ffa9fc2a98,558,1324,518,723,jeans
a8fa00489a28906f1538c5beff42303a,2988,5312,d158fb1392558aeee8bedddd2eb773e0,995,1741,1095,1186,sweaters
288d88dbd86b3beaf14412e814cdd14a,1080,1079,9398a0c38c1eeeeeb442f43162ca529d,391,307,264,321,coats_jackets
288d88dbd86b3beaf14412e814cdd14a,1080,1079,caef8082bd3c405adbfb4e812393b92d,410,321,213,428,dresses
1ee4927ff2e2f7833b1c777fa7d78cb9,810,1080,0e2909c9273860c2bcf63b9f8cbd79d0,267,275,294,292,blouses
1ee4927ff2e2f7833b1c777fa7d78cb9,810,1080,16a399c5af69131b3e7ae7bf22640282,291,514,206,393,jeans
bbb71131a0f4c46de53098905fd3454f,1080,1080,e58d4fe9edd0a6a8c65a2048c59b8707,363,491,367,504,shorts
e286797f69556a288ebd0dc25ecbd64e,2448,3264,d2b3fcc2c0c6d5319aa7b09b48246f75,604,583,1093,1877,dresses
6662f462ce234ef0d344135ffdc296b1,1080,1080,8c6d7fe6da56842f0dcf8d026314c93d,380,159,233,399,tunics
9e8658ca8809c369f2433ae923bbc6ec,1080,1080,c36e7e5eda7a306c329c38115b0b725d,382,160,284,498,dresses
dee3d276030db59413cfa2d142550b99,1536,2048,149f5fabf19d46de473c4fa473cb0ac8,100,948,587,703,pants
5a124788c62d9b1514a4138a8d5a6d21,2448,3264,25757e9c067dd1d422b4b440363ab0fb,853,1540,643,1104,jeans
6fd723835fc2dc8ec704aea9a0f43f93,1536,1952,13f64d8be65fc3e540d6c719641f411d,520,1227,507,434,shorts
4c76f35b27039970f7dc8f39498d1806,1536,2048,72a83a85ff011562ffb77877687703cc,374,213,697,795,sweaters
4c76f35b27039970f7dc8f39498d1806,1536,2048,fb11d99a168988a3aa4a561e6e125749,518,262,433,753,buttondowns
4c76f35b27039970f7dc8f39498d1806,1536,2048,6f05e7dffb01a88abb2057903b5c9c92,425,734,558,993,jeans
9ba0375e004f26b2013be8b209f2377c,894,894,793089e04c6e2331fd8eaf83498bbdf7,408,357,349,425,jeans
9ba0375e004f26b2013be8b209f2377c,894,894,7749665b0784e6ce7aa1201d7c8b1f09,0,0,527,700,tees
456310d01909427dae2467814be52631,2440,3253,b38059669ddae47089aea188e6dc348b,775,674,811,1612,dresses
1a250b555aea74a41a4ded58306fc037,1974,1974,5f93d81567c7501130bc122e7d898307,555,1039,936,532,jeans
fa8b8aea913d7e882ce7549ed79e09bb,1080,1080,ed008ef7a00420b6b239520d4ea643f9,336,89,358,398,buttondowns
d7be5ba07778fa1ec7acd16dee12808a,1080,1080,5b24d90eb091661e5b5c5862e001e82c,401,272,302,306,buttondowns
d7be5ba07778fa1ec7acd16dee12808a,1080,1080,ae9299d8085f9af592fe45848e7f8914,467,466,194,250,skirts
ec0b73205af82669d9841a885d2e5ce9,1536,2048,b75aa4e5c5b8eec467bf3c7068143809,311,533,758,478,sweaters
20970f66e29eb810c8476d22c85143e8,1571,3110,ae1ee69d3e09c5e4796649ac9df60e81,74,541,1352,1201,sweaters
03ffa408d9bfb4e8db1a92da2720136f,1576,1576,1765f47a2f3023769e72bb8015b04d4f,303,194,398,525,sweaters
03ffa408d9bfb4e8db1a92da2720136f,1576,1576,0eef6db1661982b0aac158666668b34a,357,611,289,536,jeans
273fec00b931eb651f7d1931bf821e25,2034,2712,7c0a9d55a2014741b448463c515d1753,603,577,826,1467,dresses
f0df0fec5f01466167349647faa24ce9,1300,2048,49984b5fe330d1cc856dcde3efcd2d3b,500,803,352,776,dresses
