image_hash,width,height,box_hash,x,y,w,h,category
34cf6a3a5a063a776f4f0cc6c50ebb95,3112,3963,7af6551402d61cd752279c3c9a9ec95b,557,1400,1621,1585,skirts
8f1ca8e6422cef4fecff2a7b256637c2,1896,2848,2bf8ab5342376cde5e447a088e1e1039,567,665,812,1139,dresses
020c37ee3eba20b7350f52b09c79a299,1080,1080,06411e34207c29d23c396bcde8beece0,358,182,514,662,dresses
6e8b6daa3d68b8bf998177d0ebebbd41,800,1420,b1dca21e96f3ccabe9e72a5573c39b1d,298,0,501,1073,dresses
d4b471567f84347b18dfe5a1414a86e6,1735,3255,fd4fa8cb01bc411642d80b3cf9d4e962,538,793,778,945,sweaters
4020cf77aa8b324b4d54ecc849fe8c46,2448,2448,3354de97c7941cec0e98586e7ca4df4f,1080,808,519,398,shorts
4020cf77aa8b324b4d54ecc849fe8c46,2448,2448,79fec35db4b3eaa9b3e9faa94b434861,1050,294,642,848,tees
bafd05adc17dead11da02e68cb1e05c6,865,1080,735db3879e3c67e29238251da3361919,178,419,543,390,jeans
f0ca2809de53e24b1b366a1a107c6d4a,1471,1998,17582cdd462ef9e74a981d18bbf58404,631,866,372,834,pants
111c22507d62dd72fe5497f637e05eb7,888,960,f429ef0c7fb72faf3027c92e85dcb487,334,164,283,261,sweaters
10e1881964df8d9feb3d158ac8d587d5,864,1080,2b44de4e23164d664a6ebb0e92a82e2c,322,439,199,392,jeans
10e1881964df8d9feb3d158ac8d587d5,864,1080,821afbb6899c22b2494cb978b0226ec7,361,292,120,216,tees
10e1881964df8d9feb3d158ac8d587d5,864,1080,1c3f2a38ab73c464d519c4cf2ec7be35,309,240,250,291,coats_jackets
13a839a3b92017348a0d6b8b75808521,1080,1080,375c975fed2d7588bf7d595c494225f0,405,232,321,386,dresses
0f5e06353999abb7dd28239822e968dc,1412,3033,5c6e5cd86bb710e19a6597aa5cce1212,262,596,861,946,henleys
0f5e06353999abb7dd28239822e968dc,1412,3033,ebe6b03143b9a4939c3efc663846f583,359,568,714,1607,dresses
bceb7bab825e3c0dc60ab86030157f08,1054,1080,9bca765f6977b183569775df1daf66ab,461,194,315,383,sweaters
bceb7bab825e3c0dc60ab86030157f08,1054,1080,938ac4893783ca5c237c7efc675c6381,534,471,204,150,shorts
3eff5e24b4d0814168a0ebeb8701b6af,864,1080,e65ad401e0c61d8fc90fce1960bcab2d,251,229,298,287,coats_jackets
3eff5e24b4d0814168a0ebeb8701b6af,864,1080,4dbf5ed3d806777d24328b028999f286,292,251,121,250,tees
2cbb1737156600f1e726cfdc6de468df,800,1420,ec0f2497ba2e6a50078fd3e0efde2764,416,582,383,837,dresses
15d8757c0c94adf3fb9aaeb0457daee0,865,1080,71555aacf30d1b09916ade314e56f84e,161,545,76,240,buttondowns
15d8757c0c94adf3fb9aaeb0457daee0,865,1080,91db7f63a3d61a86bb80960381f2f53f,158,544,141,226,sweaters
15d8757c0c94adf3fb9aaeb0457daee0,865,1080,3ffff7f16af476d20257de4aa4401f12,92,543,216,261,coats_jackets
bd9b4f762c3eb6528af9a6b45af9cd5f,1079,1080,63379f2d5687f3cc21aaabfc4ab911a3,409,410,246,329,coats_jackets
bd9b4f762c3eb6528af9a6b45af9cd5f,1079,1080,d00ef6918110fcde276de3c95a0a5fb8,439,475,172,175,shorts
bd9b4f762c3eb6528af9a6b45af9cd5f,1079,1080,6b642f35e7cf6bed476b3e22d45d4f29,391,205,259,339,sweaters
52efe0accd29f0689cec826c6414c17c,1080,1080,90a9104a163362839b68c00a23a25f47,680,667,167,155,skirts
0345f864cfea3dc147061b8415cecaa9,800,1423,1221e37347c8f7c37d7451864d7a69b7,208,383,318,578,tunics
ef4b45d21f8371df6f56f4032c3a2c27,1080,1032,56e480872104458cc2ba2cf011d4ac68,376,309,246,488,jeans
edc264d24c6a01d16238544f609f2ced,1312,2222,8f2ded5ab2ba14546dff9d0b4d54d3ac,324,435,608,492,coats_jackets
abd407ef1efaf50a3b5c85ca708212e9,2448,3264,f079fd3dbc35961ad5f8ce4ca529518a,970,779,840,1625,dresses
573d4901a7ba88e401c529d23e2163bc,1080,1080,b936c414c6dfff66da9dd8e55e46cadb,129,52,524,535,tunics
573d4901a7ba88e401c529d23e2163bc,1080,1080,4c149dee5228a35ac78d1998fda80fc3,204,398,638,419,jeans
489ffbed56b9f689cf040cab8db37dda,1071,1500,8be4804f7925245a09247d1db008f952,366,282,345,668,dresses
5bb131836e9a564f99e558621d090888,1079,1080,09b4fdd8012bc16bee75eb69bd44e4dc,358,190,311,474,blouses
bb0f6bc6d3e012f93ba46dc0e59de452,1536,2048,8a67db7b35bee6c49d66c1a6ba4ac9cd,480,348,724,1151,sweaters
bb0f6bc6d3e012f93ba46dc0e59de452,1536,2048,6a3707b8199ff8c8820c682a97285dc7,473,568,438,915,dresses
6d1ce1f7ca36e349c98c32fba16b5254,1914,3046,ad71eda58a86d8dde28090af0cbe42df,329,920,1070,2079,dresses
b7acc53762af11d69b8965b640ccc9ae,960,960,ff7f489a24f5bf533e843e391c499711,490,299,209,484,dresses
a45e09353a81a0ed98f95dde313cef10,1080,1080,3966a748863043da0b7822d068eafe5f,369,470,166,282,rompers
61889b09a57a4376cbee8f4232d874f7,1080,1620,e52150191219b80b4aec2b6d41e40693,83,228,474,565,blouses
71273d140d1aca93c1d39873fe5f276d,2448,3264,1f99f04d7089172adc7ae5856719ff45,802,1708,1262,1555,pants
ef0a4b85c4e4a5ce875194dc7607068d,1080,1080,f88f643690a8c4ba6d967fc9cac9cf68,378,230,329,424,dresses
1194ffdc647a8e234f5c361c11ea669b,913,1304,46ca69ba5e0e0e7439f28a2e544dbea5,191,270,299,240,buttondowns
e422d590e3857e79dc25b341d919d9f1,864,1080,7a2ab108023aafe022e5d6d543e560b5,295,183,239,509,dresses
