image_hash,width,height,box_hash,x,y,w,h,category
47299e0c8603424a5c43b7698a3fbfdb,2000,2668,1bf8c388eb19adfc229ba7f1ae71d833,581,574,821,1106,dresses
bb6dca2ed97f6e843fbf5cc4efa844e8,900,1600,df7e0b96146ad817c9627cf6302304d2,355,335,340,714,dresses
99a9ab69fd0f931a9246708c02e5a14f,3024,3779,fb870c7e253524c0e1ba93c00a26b9f5,1138,937,785,1882,dresses
1e52cb68a344c7b55b466d0b0fc46d61,2448,2448,3275679800067f8dbcce398787315dd3,540,1040,736,830,skirts
df0e1b735b4d9cdb81d5a5123294bddd,893,1404,f943954eec1d90d85dd3b5bf4e5f1856,213,566,418,588,skirts
97b8d07726b77b33bbd9d37bf3b1d0c3,1536,2048,4607bb7748c0100340614c9c506a2bc5,497,629,640,1082,dresses
d4b471567f84347b18dfe5a1414a86e6,1735,3255,1e3f455f14593fa22c83451ca67c0b87,370,817,863,1716,dresses
939781b997ea75f77fc8378971790909,2448,3264,b77c119fe8e552a3d0f4dc07e28fd6c2,567,665,930,1727,dresses
7178e9b1e0bac75042cfb577842d6b45,1593,3079,9c3c88bd2bbe8a91a355cd5178f3b91d,277,757,733,1376,dresses
8fc2d5737266d612037d25e0457e34fe,2160,2160,b1d34a5cdc025efd9f84629f43fee0e9,845,556,746,516,sweaters
e43a42597161432e1e0500f57bfdd4da,2448,3264,b956d242e4f0c14537144118f3549aca,831,705,834,1855,dresses
db4dddb7114154ee6fc4368fbf2b781a,1462,2594,3e03a80bf48d829b089b77675ddd1500,111,514,999,1252,dresses
cd9e78c3f2b0fae65f80aca25f38c6f9,960,1280,27095a58643e2ea6f398d61ac7615018,262,229,485,867,dresses
378e767c2773724de336220ea629497a,960,1280,0d254848670d2be246ab753dba532116,354,272,455,886,dresses
ce8091b6fbd7c73dafa45902e83cf90f,2220,2220,be0fa2afc97654d3254c9518486d6644,1282,683,634,982,dresses
19d5e11ad8caa2cc5bbb80def55ae21d,3264,4928,d44752e5c9637c1150dd657fd58f506a,1140,1750,1184,1902,dresses
bd6df9ef8f72eb22c9948b22093ffb23,2132,2814,4e5f3ad17211be504bb2055427bc4995,428,493,901,1636,dresses
1579c2fae53c87c17418b0e96e36116d,1280,1920,07bf31b124466d0ada5706d102d9f6a3,351,436,525,854,dresses
b5988d3fb0a3947b27a20f9fe72c58b1,1840,2760,687b6ef318f004f097b4fe6522403f77,83,641,896,1221,dresses
