image_hash,width,height,box_hash,x,y,w,h,category
a265e7525ac7965bfcefb3bb4600ffb9,935,1165,2adf743c42a8000a434978c2f3cea53a,462,184,102,260,longsleeveshirts
a265e7525ac7965bfcefb3bb4600ffb9,935,1165,05493c3468046c11c492498c0591e85f,296,194,384,433,coats_jackets
a25920f58fda166343031193f36c5606,1080,1350,38c6fc65daa91afff2960a5b437a3207,533,344,267,361,coats_jackets
a26d429195468c74585fba649e4ebc31,960,960,02545483b2992bf0274ccde4232e9515,272,213,202,285,hoodies
a29825d4b67db3403d6440bd76b6dade,899,899,a42fa9fb4e13c8b0d0514dad6bb8e57a,505,180,207,358,hoodies
a3be4060a8c21f16f9033d1de92e47a1,960,960,596e795f5ab649d238eaab0ddcd90da3,707,506,197,434,dresses
a3be4060a8c21f16f9033d1de92e47a1,960,960,e6db2bb3295a505a2ba5b7ad93c7dba4,237,114,142,320,dresses
a42db3511a77f4d5e34f96e5b17892ba,1080,1080,7c1311c6f83a28d3a6065d79ff443d4a,418,309,274,347,longsleeveshirts
a42db3511a77f4d5e34f96e5b17892ba,1080,1080,122fc5cc67f72a937444ad0d32e17085,386,645,205,435,jeans
a4ae4b9fa6c17cda52724ed3befc98d0,1078,1288,f6d1228877d9ead77bf198a65adc5199,370,576,251,213,tees
a58fbef30bc5bf7125144f4172069fab,1080,1080,451436e29f5695463a797d1ee9a193f3,87,160,796,609,jeans
a58fbef30bc5bf7125144f4172069fab,1080,1080,10c54fbaaa575c399bd47c89354ef946,855,50,225,594,pants
a58fbef30bc5bf7125144f4172069fab,1080,1080,05e04e61db33baa2b8584113ef7e62e0,491,0,171,245,sweaters
a58fbef30bc5bf7125144f4172069fab,1080,1080,dc5d70087818ae2b42a919597d62af58,442,0,458,296,coats_jackets
a5145525541392b7e70c7a1adffc600a,800,1000,c9110280178ea2327164be1783ed5763,135,300,513,595,sweaters
a5145525541392b7e70c7a1adffc600a,800,1000,00e0cb2d8a2f217ef9ade6772fcbd707,150,712,343,288,pants
a82161deccc603ee2607263fa74a121c,1080,1350,49357d8c47c2be321c40d4becc46650f,86,510,436,547,hoodies
a8689b8bdd03d1c3f16dec57b17dc3ab,1080,1080,ebd83c4fb473f5c0aa36f6f40b983814,224,517,473,464,pants
a8689b8bdd03d1c3f16dec57b17dc3ab,1080,1080,0c9f773f802e4d7c38d88c85dadb0d14,214,283,389,442,polos
aa61fb816013ffa6785587a33a8b23ae,1080,1351,89f44216b3a4a561814509a4302d1fe9,437,382,404,872,dresses
aa240ad0a43223f128c3bda79b8bd0b5,1080,1288,4f529b33236028010f3d59066b32e4ef,136,366,807,922,longsleeveshirts
aabbca35ff0aefa1391b936c8bc0e692,1080,1350,88d86524ecd79e10e4dd2cc8d2b367c5,323,0,666,539,tees
aa7cf1cc81183194cc9f847ef802c85e,1080,1080,79a575587ef1dae8c9d1e1ba7e0dbe18,0,213,1037,867,coats_jackets
ab6e857ff859faa3280773c5b24e7ad5,1045,1045,3d9d811e365182c684b3c60de63350e7,206,0,782,1045,dresses
ab29b28bcf0d8a1276fcf2c339dc534f,932,932,aea38ed13c13a3cef963e5aeac11782e,472,671,186,198,skirts
ab29b28bcf0d8a1276fcf2c339dc534f,932,932,d1d36eac2f4956309daeba99a6f88635,222,619,178,219,skirts
ab29b28bcf0d8a1276fcf2c339dc534f,932,932,a72654273fa1bf2f24dfab4b8381b790,173,447,257,176,tees
ab29b28bcf0d8a1276fcf2c339dc534f,932,932,54982fbed0bf5bec7278aedcefe050d2,416,482,292,192,buttondowns
abc04f374ad0137a11c097e696ae84a0,1080,1080,7c4c1fdcd2db669a7781cf00819794ce,590,220,162,444,dresses
acc165b5f7a47469a3e3e2d6c8685c44,866,866,4a312a250856516c6cdf28bc6237f376,258,168,356,480,tees
ad7d6efbd7b2f59ac870089705692d8e,902,902,f6075c9752529a6407e54f1936890643,507,375,371,527,tanks_camis
ad952ee9d018d94dd5f83a8e6aa58d7c,1080,1080,9824d4deabef41f6229b2af9c4415c9b,230,80,757,1000,coats_jackets
ad89050845661c2386d657d9adab4a4d,1080,1350,2b74c5f9ddfd18273924fa14a96b0e0e,260,276,598,890,polos
ae7eddbb05f47e0a481d1b2c58276357,1066,1167,c10ba64a7135caa85889ab296c8a55d6,548,221,331,376,tees
ae7eddbb05f47e0a481d1b2c58276357,1066,1167,7652c61b054714f66de80116926a0b8e,211,447,525,569,jeans
af65a61872a915d365d10fdf412baa2e,1080,1080,ebc7ba8e8bbeb52538ab4f87bb5f4bb6,203,228,540,309,coats_jackets
af65a61872a915d365d10fdf412baa2e,1080,1080,e9ff18b2d37654cae906491e756cd858,394,409,253,331,pants
af65a61872a915d365d10fdf412baa2e,1080,1080,bcb5ff3da9c620a9fe5ed2acf13a6ec9,929,361,151,206,hoodies
af65a61872a915d365d10fdf412baa2e,1080,1080,33e8b6797184f5b3954d565de3323752,934,530,146,348,pants
af65a61872a915d365d10fdf412baa2e,1080,1080,5c986b0fed67f852247b9e905b8fc726,584,638,135,205,jeans
b0a84f6abddfaf4dcf14f1088f1efa74,1080,1080,2742a64751633a98ccc637e8fd0775a8,575,758,483,322,pants
b0a84f6abddfaf4dcf14f1088f1efa74,1080,1080,aa26233008a447c0a9a4e6bd7cd63266,409,0,610,783,coats_jackets
b1b9366aa592de847d7a1bc7e6fdf3cb,1080,1080,88cf22d5653486bdb7266b6107362f99,400,509,226,494,pants
b1b9366aa592de847d7a1bc7e6fdf3cb,1080,1080,4f14d91393987605dc79f2ef04845c41,392,164,160,362,hoodies
b1b9366aa592de847d7a1bc7e6fdf3cb,1080,1080,3ab80457279ce8f1756ae8203ffe5ab1,339,192,284,406,coats_jackets
b1121b10d2d83ef4445da665864836d0,1080,1137,f07da79f75091288db34854ff091957d,295,352,443,669,buttondowns
b1121b10d2d83ef4445da665864836d0,1080,1137,95938e2f59c871b67a300f416dfd16c7,306,937,344,199,pants
b20573924441134915cce85aeb7960b2,1080,1080,a567ecca72f8aeaa5eda60c7b501c4fd,292,301,211,260,tanks_camis
b61227d01d28a72cdbc5137d5f094812,960,960,479da0edf793b44168e75fdf03f806a0,255,181,393,661,hoodies
b61f3325d431f7756c37356730082f59,817,817,84b6c7f3cbd0220358866e2728f491f5,132,148,376,295,coats_jackets
b61f3325d431f7756c37356730082f59,817,817,bd48de4d7bcd39e00068d69964709288,174,327,404,301,pants
b61f3325d431f7756c37356730082f59,817,817,02b7ec4f4c987a4d12c9235bdfa76e81,618,229,138,306,pants
b5467c44fb97c9bdbdac2322f0cad86b,1080,1085,88f327164a1e1d737674157aaf6bce77,0,0,727,564,buttondowns
b5467c44fb97c9bdbdac2322f0cad86b,1080,1085,dea2623d1013b88462975a21ceebf09c,0,244,596,805,jeans
b3a3aca8da43f881bca328a532076afe,1080,1350,265c97f501163262bf08fa3ea7d2dfe5,365,157,517,1193,jumpsuits
bad62a92e8992d0eff92a48cceb6d051,850,850,5f70f5ed4ad4057c10dae16145c04ded,175,309,343,541,longsleeveshirts
b60620e8b59f5e89745c6dc72df61ecc,1080,1329,e282ba7ff358feddf763852fa0d1fabb,734,974,128,135,longsleeveshirts
b60620e8b59f5e89745c6dc72df61ecc,1080,1329,4c57d987f0923a0056fd61863c03178a,746,1094,87,174,pants
b60620e8b59f5e89745c6dc72df61ecc,1080,1329,39dfc69dce3971c160abb2fb38c84208,406,968,81,124,longsleeveshirts
b60620e8b59f5e89745c6dc72df61ecc,1080,1329,839f0cff6dc06f14cb6480f97940504d,398,1079,70,142,pants
b60620e8b59f5e89745c6dc72df61ecc,1080,1329,7cf909334c5e9802cf3ccdad796d8dce,359,1041,53,147,pants
b9b136407c2ce7909fe98797c913e814,1080,1080,31a0a9ee9ce7955560d31dfac5a89470,541,423,452,509,tees
b9b136407c2ce7909fe98797c913e814,1080,1080,7e98e105ce5c618d4504dac18d9b154b,650,861,254,219,pants
b79431aef8305ad8184c0e154d059ea5,1080,1080,b594960b9e52f890dcf7e6e3f4a1c5e8,136,244,622,626,dresses
b79431aef8305ad8184c0e154d059ea5,1080,1080,2a30d179788955cc90ea72f22b263781,529,747,264,333,pants
b6e069a45c3eaa5d5ddefcd56a2149c2,1080,1080,734bd170d6114cdd804521d3d9ea6438,365,395,559,685,tanks_camis
b6e3bdd493d10051c5e6ab37ada8f48b,1080,1080,a731a9623256017caf17460fd8081b3c,341,180,429,900,dresses
b96de318a98f0bbe309018a5efc16511,800,800,586bc0ca98dc287cf44760b5d2a2e491,255,137,308,529,coats_jackets
b96de318a98f0bbe309018a5efc16511,800,800,355a393a061996d5c3fd4eb176180ce2,270,599,378,188,pants
b9d6e52a29035439f803f15d627eae97,1080,1350,e02ae6062bf53a1f44e57e992753040b,308,459,417,243,tees
bce92e1295ac3b642bc97b87756bba14,908,908,738dcc2d0f7d8ab3b4bb82bf36ce0919,38,231,59,90,shorts
bce92e1295ac3b642bc97b87756bba14,908,908,ca1f3700e78c2c75563cb631a8eca506,560,224,99,144,pants
bce92e1295ac3b642bc97b87756bba14,908,908,06be19843f0848827e0f15f86303088e,537,141,114,83,tees
bce92e1295ac3b642bc97b87756bba14,908,908,5512db407931ce1e5b64568799f299f5,400,124,58,101,tees
bce92e1295ac3b642bc97b87756bba14,908,908,82b6fd0da7b96e6f9d8fdf2647725ac3,445,126,56,110,longsleeveshirts
bce92e1295ac3b642bc97b87756bba14,908,908,38206ad82bcc2a37413652f7f65b0fa6,636,159,70,139,dresses
bce92e1295ac3b642bc97b87756bba14,908,908,f9522ee631bc59dda7a0b4fbbdafb956,171,171,58,80,tanks_camis
bdc3dceb19bf79870918b4f142b52c9f,960,960,a06b983a03b3336ff98bcc4cc39f90a0,280,324,334,318,tees
bdc3dceb19bf79870918b4f142b52c9f,960,960,7c8f7b4c7e1926b390767346b2551755,306,613,268,207,shorts
be6bd55ea6e94ce042da814da58366de,1080,1080,ed2fbbf9d13002c2eaeac80a1864dfc1,447,447,292,373,coats_jackets
be6bd55ea6e94ce042da814da58366de,1080,1080,8a107fc64723ae32bb5a4275671ab589,243,438,184,241,coats_jackets
bd390bc6b9e3c0e2ea95d4c15a851742,1080,1080,57afebcebc4248789aeb78ff5ed9385d,171,359,621,721,tees
bd390bc6b9e3c0e2ea95d4c15a851742,1080,1080,485d89ad5cf49295ff94ad893835dd80,792,455,288,536,dresses
c02dd0846dac5740a277ae8a619b71cc,1080,1080,935562261961af192b00e072c61f0ddb,321,309,424,308,polos
c2075ec1dd8cccca546cc5bcec786e89,1080,1080,44c86f83adf9f370cbdeebf4c57f2b2c,464,312,551,750,buttondowns
c2c3e73aaa1533e06fcbe61a6cc308e9,1080,989,7d711fa10015423e37673ec01350234f,625,343,324,603,henleys
c2c3e73aaa1533e06fcbe61a6cc308e9,1080,989,07577a643bec1d4f2e82a158c5c0c5ba,188,497,233,303,tanks_camis
c2c3e73aaa1533e06fcbe61a6cc308e9,1080,989,e0b2a2e9dd0aec9d36f8d93436522123,155,754,253,235,jeans
c2c3e73aaa1533e06fcbe61a6cc308e9,1080,989,c331922d814f282079abe7ea65c48af2,124,268,134,253,tees
c2c3e73aaa1533e06fcbe61a6cc308e9,1080,989,9026b623671e3c83ee7b84306e7621a2,92,491,98,223,pants
c2c86147716bd94d6706b5898a05adba,1074,1074,defd9e83f66388c0f69cfb234005fa90,276,240,351,770,dresses
c30ad5a952f250e275785f8a73172192,800,800,7c6e16b830b050f01825353c431df052,152,131,511,554,hoodies
c30ad5a952f250e275785f8a73172192,800,800,34e8fd24e3e7e4e16086455565e2da1a,132,619,286,181,jeans
c462ab3883473a0e49deeb61ceffe84a,923,1136,3a3960d96d3efabed5ab06177816e3e3,723,379,200,537,tanks_camis
c3823539b71989c1f132a6dcaa4de2b6,1080,1080,33d81466a600f154dc4ccf3497cddbfc,444,201,636,528,sweaters
c3823539b71989c1f132a6dcaa4de2b6,1080,1080,a64084d5e53932c8ca9a87b39f2f1460,788,658,292,288,skirts
c55c867f4ffed71f80f116e66cb31e98,1080,1080,555283266342426e07f3b421114d2373,626,524,413,556,tanks_camis
c6e7bb10ac7b2be491c2300d3b844084,1080,1350,f49499d25d57c316d4ab3896333812bd,244,516,174,345,tees
c6e7bb10ac7b2be491c2300d3b844084,1080,1350,937fecd957703b91f3888f7b2ae58d42,504,885,194,218,tees
c6e7bb10ac7b2be491c2300d3b844084,1080,1350,d3fc62668bc4dba9489fcc16c23b4251,980,600,100,527,tees
c6e7bb10ac7b2be491c2300d3b844084,1080,1350,7bd1458e3d3000ebdc01cf7e3bd7aa37,777,673,188,253,tees
c6e7bb10ac7b2be491c2300d3b844084,1080,1350,fea9fb9be6d72e42c5c7818587e7145f,781,907,198,198,shorts
cab6f7fae902db3aaf6f159efc3614f0,800,1000,93cc93073e6a551fc3e243e616716206,22,304,763,696,sweaters
cb0073a2b64d10d250951028df5049e4,927,1145,12e01a267bb999be8aeb1a5ed2c73601,392,797,79,126,tanks_camis
cb85041c829c9606135d3364f02c5296,1080,1080,d74a879482214b488ebdc54a2ab8df0d,0,469,504,565,tanks_camis
cba665cb7e08e4639ec04e9e346b7e8f,1080,1350,cecde2a3d54e225e46f9c27274401611,374,509,512,535,buttondowns
cba665cb7e08e4639ec04e9e346b7e8f,1080,1350,68132c01deffe4135387fd103f5ca94d,921,272,159,400,suitcoats_blazers
cba665cb7e08e4639ec04e9e346b7e8f,1080,1350,d342dc82fe8e32110d2edd11e1dccdc5,872,409,106,215,blouses
cba665cb7e08e4639ec04e9e346b7e8f,1080,1350,f54f8c40835cdec911c3376345fcf7f9,353,1002,472,348,skirts
cbe83a39dc2e1c43e12e96ecde2735d0,950,950,7dd27f45c0abbe11e747bfd7b70ab77c,777,634,173,316,shorts
cbe83a39dc2e1c43e12e96ecde2735d0,950,950,3a081ea3d07702ac6ee84065d46d805b,446,411,307,539,tanks_camis
cbe83a39dc2e1c43e12e96ecde2735d0,950,950,84273064d083d83f9d9614778b2fb3cd,393,340,451,610,buttondowns
cbe83a39dc2e1c43e12e96ecde2735d0,950,950,91f31326b5c292a40defc6607392f027,718,206,190,459,tees
cc6c744a96def5dcd7d24c79cb66a790,1042,1042,8214a6f505d9ac05a43b8d15fb46fcbc,256,269,573,737,buttondowns
ce24494dc1b1ff5fc4823b59d26bc8c9,1080,1080,c09aac3e67376c294847e11acd3842f3,202,139,661,871,polos
ced7ba782e5b1199700ac487cdf2e0d7,1080,1080,1aa03b5688e711f41d62853113f60737,24,278,657,802,buttondowns
ced7ba782e5b1199700ac487cdf2e0d7,1080,1080,01e4518bfdb09cb03cec25dd02d68804,531,335,350,566,coats_jackets
ce821070b9b2d9e64742fa94e39cc7a8,1080,1350,6a738e454c4d38582ccef3af1fbd3ec1,339,916,373,271,shorts
ce821070b9b2d9e64742fa94e39cc7a8,1080,1350,d1bbe5129c8051aa750d80b07301866e,259,537,43,130,leggings
ce821070b9b2d9e64742fa94e39cc7a8,1080,1350,747ace6c2c6accc1dcc082348b91a996,290,460,461,383,blouses
ce821070b9b2d9e64742fa94e39cc7a8,1080,1350,72e9e9808ca944aa774bc8628484767b,243,396,64,147,tees
ce821070b9b2d9e64742fa94e39cc7a8,1080,1350,28ee57033157fc697c286536fcd5b3e9,679,355,60,84,tees
ce821070b9b2d9e64742fa94e39cc7a8,1080,1350,5bae7472a1237c604a468a9ecf74e370,578,303,65,134,tees
cef2fac81cc858483e34700181fc76f8,1080,1080,9d980d5d31fe8e000916124256cf9e05,437,267,389,759,sweaters
cf00fc524d496fc1625d0055171350c6,1073,1222,1dcde8746fbb438d9ed4adbf1845978c,572,131,260,417,tees
cfae6215a0a8fec3dd03a11f24167f61,1000,1000,d34bc69cdf5acc5b7709f8487a55535a,0,37,865,963,buttondowns
cfccdb7e4e6c6acce71e1a24408b732a,1080,1080,a22b7ffef9a10c877f72ce6fa16c03ac,243,157,500,438,buttondowns
cfccdb7e4e6c6acce71e1a24408b732a,1080,1080,02bcb1e0390c9d00c816ce6c4736cad3,292,667,490,413,tees
cfccdb7e4e6c6acce71e1a24408b732a,1080,1080,30d61e9b5ae043f17a6d8a0cab2e6e84,0,632,324,435,tees
d00fdcf572a73d7cff07cdbf649db2a7,1080,1080,c74ee0956c21ab2cc6b4e3a94fc72b69,399,904,260,176,tanks_camis
d019f48d375ef6c09052d4a880ecab6f,1080,863,b165376c62e32114224295351dca5594,714,183,217,196,longsleeveshirts
d019f48d375ef6c09052d4a880ecab6f,1080,863,efdcdf8eaa19ec0875fc93636c992551,802,230,160,264,jeans
d12720dca5647d970e1bc6e68c33b9a5,1080,1080,6b4a412fac81003fb2a43c2e7f844b7e,240,515,332,565,leggings
d12720dca5647d970e1bc6e68c33b9a5,1080,1080,22ba8d8f13bb29646b1442a2dbf8bd40,153,0,504,472,coats_jackets
d04f9c62fa4394c7e0232c85730a3e42,1080,1080,9b2200c8f86d8d9ee907e66a280473c0,267,486,200,213,coats_jackets
d04f9c62fa4394c7e0232c85730a3e42,1080,1080,81af9cd3607ae77f615813056a24e6c3,310,683,129,290,jeans
d1c2d0df5f6a4a6c0ae2bb87d82d0a39,1080,1080,9b4cdd6254c1284c74016c1e30d449e7,290,99,485,975,coats_jackets
d22782526dad0fbe350630a6d2404b84,1009,1009,eed16c5b182c37154409898ffb4ab7f1,441,254,386,407,blouses
d22782526dad0fbe350630a6d2404b84,1009,1009,caf0f2f6970b41fe5794874e397d6626,479,657,336,352,skirts
d2778f373f1f4682b393fbb7c60371e2,1080,1350,e2b564301159c07764a01723cc47ec14,231,379,561,497,tees
d2778f373f1f4682b393fbb7c60371e2,1080,1350,219d2f58be2bace842d80cba80facc86,373,820,316,529,jeans
d2778f373f1f4682b393fbb7c60371e2,1080,1350,be8eaafcd60f1e1ff8ed37f0669ea33d,897,366,183,406,buttondowns
d2778f373f1f4682b393fbb7c60371e2,1080,1350,5a39f73c87f970320ca89e5db8e951ad,889,757,191,325,pants
d26dfbfdb0d78077f01510042a579e2a,1080,1329,371e0bba297391853d5c3aa706420259,525,592,469,736,coats_jackets
