image_hash,width,height,box_hash,x,y,w,h,category
72f82b948edd9662fb63f006b120f363,1080,1080,79bc2305198690445708ac1ec24a7d1f,375,1,352,290,buttondowns
83671c90df156bed0ba6df133c4518fa,960,960,5b57c7a217c3d00a4539d615f2f3bc9a,229,53,195,246,hoodies
83671c90df156bed0ba6df133c4518fa,960,960,51a6cc4463f2398f55c3bcd9538e6a7a,699,623,199,249,hoodies
8a7935a57ca24b51c41adce6986762e2,1080,1080,05c81a8ea76c6fe7047ee3e2a97f68a7,77,51,784,1028,buttondowns
99f2ea4e2ced5275231fbbb9af225d43,1080,1334,410ccd9704a235422ba4c3d79b5ec440,479,605,278,404,overalls
99f2ea4e2ced5275231fbbb9af225d43,1080,1334,0d4f8035df4f15ae291ee52b98fbb7f8,481,531,143,133,tanks_camis
afd610d2b9d5be30388cf005d2a1ab58,1080,1080,a83d2ad88804d1598571278ad145e816,462,640,148,269,pants
afd610d2b9d5be30388cf005d2a1ab58,1080,1080,da4e9e0959acd60badfc1aef2f53c256,422,426,79,238,coats_jackets
ba8c7fba4bc0aaab1f2af83ef49c96ee,1080,1080,5271dba05063fc30e0d49ee0138402de,427,261,254,379,buttondowns
bef136b01536cb3ee555b7ea6a1d4900,1080,1080,4f78c3c51defc3735376c6dadfcf980c,547,683,239,266,coats_jackets
bef136b01536cb3ee555b7ea6a1d4900,1080,1080,10cd44ccd0b3bf8f97266330006f8709,328,727,228,339,coats_jackets
b989ad13889b8ccf5fdd4ebafaf3b148,1080,1080,380337b88607b805b06bd9a916ff7648,0,484,251,228,buttondowns
b989ad13889b8ccf5fdd4ebafaf3b148,1080,1080,7dfbfcc00a59081f6263873f90ac933f,239,470,338,194,buttondowns
b989ad13889b8ccf5fdd4ebafaf3b148,1080,1080,df57cec935669fd3c290c5857688e73d,9,250,262,303,jeans
b989ad13889b8ccf5fdd4ebafaf3b148,1080,1080,2e5e3eaa34eb925c59a840e855754738,240,331,345,215,jeans
deec0209e05eb12af339e3af9a1d138d,1080,1080,14105fb292ec2f90030a8d2d8ddf1056,421,266,250,388,buttondowns
deec0209e05eb12af339e3af9a1d138d,1080,1080,a774eab447de9d531686e37209b22b89,423,626,244,345,skirts
e16f7a2cc492bb620cc004560aea559e,1080,1350,4f88159cf06971b02f6ca8070b8dd5f6,128,363,903,957,longsleeveshirts
e9b6213ed922f093b4ae7a38f0fcd699,908,908,e29c0192883b773a057571b37b609ea7,356,578,275,330,pants
e9b6213ed922f093b4ae7a38f0fcd699,908,908,bd903ad9d2f25883bdcb61051af39034,260,249,427,501,sweaters
8869081da54db55141df10918fd1c739,1080,1350,417938a034eaeff3f675fbd67c4f2aba,383,934,386,416,pants
8869081da54db55141df10918fd1c739,1080,1350,d96d7aacf87a2535f29d4fd80f37afc3,337,378,628,641,coats_jackets
8869081da54db55141df10918fd1c739,1080,1350,70f03b5afd7b6be6626f9b935cc47951,796,644,284,642,jeans
8869081da54db55141df10918fd1c739,1080,1350,452da93909c0564b3d35e1ce0845183c,785,4,295,607,longsleeveshirts
8712993d639f0326ed49384874caa4ee,1080,1080,34b41e1e5f2355c3d8f16ed45701e43a,122,371,171,213,polos
8712993d639f0326ed49384874caa4ee,1080,1080,6c8a496f4f43faf8ff016d28d5e241b9,657,384,298,224,polos
42b4de6f031a69d57a572fd18cbb4382,1080,1322,f1085313e93acc61172d92a0db064167,47,401,838,769,tees
73639888a8c287593f56f40c0e4d01f0,1080,1080,92e293bb94ef94876c1e9aacb5d8eb5d,593,718,366,307,polos
73639888a8c287593f56f40c0e4d01f0,1080,1080,d308b291ab596f3cac6dd046c55ec265,114,624,485,283,polos
765a3e50f0f2a12f8e1e4ba709c3b552,1080,1080,06f849473020a63539645acd33070c36,195,231,456,524,polos
765a3e50f0f2a12f8e1e4ba709c3b552,1080,1080,815207972e3a428e9c7d5d8ff8f2beb1,565,212,244,409,polos
765a3e50f0f2a12f8e1e4ba709c3b552,1080,1080,6a61c825bea2377db08c4d2801cbf296,335,706,424,374,pants
765a3e50f0f2a12f8e1e4ba709c3b552,1080,1080,6c8f16b63a9058417bb02e615de3114a,614,602,269,478,pants
8c3a1b3be08a57b1f96630f1afc1941d,1080,1080,bdd982a1f47981720924d66038eccfb3,108,545,790,535,tees
a41a9be39f305becc2b9302421f1dd7f,1080,1080,d38246b68a5c320064b4f9c18ff9b05d,367,163,420,511,polos
a41a9be39f305becc2b9302421f1dd7f,1080,1080,83d8fdb68810be7ec6959d6af376c512,347,626,496,454,polos
abf7d0c3217f9b1df717576ccb88c9b0,1080,1080,36866415210f59b23c93cabc751fe088,131,527,869,465,sweaters
abf7d0c3217f9b1df717576ccb88c9b0,1080,1080,5cc3f5649efd84aa94c5d9db1395b4ab,127,765,305,315,polos
abf7d0c3217f9b1df717576ccb88c9b0,1080,1080,aebbcfe16e7cf75e169f5512417fab90,799,744,232,336,tees
