image_hash,width,height,box_hash,x,y,w,h,category
9ba4bc7a4a2a66aa0f1511a9bab685d6,1080,1080,e4600f0ef6a545653bcf59c5563c923c,334,885,384,194,pants
9ba4bc7a4a2a66aa0f1511a9bab685d6,1080,1080,669fc79bcba2a9a8225958e3f2b0bca9,694,537,292,543,jeans
9ba4bc7a4a2a66aa0f1511a9bab685d6,1080,1080,dcf61a99773b8f75320f14e8f453d852,139,0,390,480,coats_jackets
9ba4bc7a4a2a66aa0f1511a9bab685d6,1080,1080,76d54652924cdfc54c286e3500341ed7,529,0,460,499,coats_jackets
9e359fa8cf10445175aa9b62425d5b35,1000,1000,69aaa5331bfc9445d35b947b1ff83f1b,275,394,152,203,shorts
9e359fa8cf10445175aa9b62425d5b35,1000,1000,4383906db24af11e765ac6764e709469,235,105,255,353,buttondowns
9ed09ddfe1cc770b1813e12a177f221e,850,850,96c588d4697c4a987d49d2504ed28f13,100,235,341,306,polos
9ed09ddfe1cc770b1813e12a177f221e,850,850,a3df08f280c6aa29eeb7ed227cfb98b9,470,295,241,242,polos
9ed09ddfe1cc770b1813e12a177f221e,850,850,342a883305d48cfd4462335009fee8da,63,462,403,334,jeans
9ec9cba195e41ad0226ea13161e77a3d,1000,1000,2945d782b1f7f72649a843a9b9e3661c,507,385,302,394,polos
9ec9cba195e41ad0226ea13161e77a3d,1000,1000,2ada3ae803376839e1044053379cae46,718,315,226,296,polos
9ec9cba195e41ad0226ea13161e77a3d,1000,1000,be944ae49760870d6875966d8e2c81eb,107,256,353,383,polos
9fd55ded1ef7366173fe72921a022562,1080,1324,2ae7cad8f1613d9e0342f1edd76d6f9c,379,281,326,629,buttondowns
9fd55ded1ef7366173fe72921a022562,1080,1324,b60152e222627a44cbdf14d86129f6be,255,289,639,844,suitcoats_blazers
9fd55ded1ef7366173fe72921a022562,1080,1324,b05d18c0fb09a10436d4ddbfc68536cc,379,867,386,457,pants
9fd55ded1ef7366173fe72921a022562,1080,1324,78835271a26eaba948e91648f9031c39,839,461,241,397,coats_jackets
9fd55ded1ef7366173fe72921a022562,1080,1324,ec35475c8dddebed65c46ae1df14eedd,871,841,194,78,skirts
a316cdba0ee6a8a99388e55200bd700e,1080,1079,7675c2de37c90e926f7e56970f4af02a,118,211,716,868,coats_jackets
a316cdba0ee6a8a99388e55200bd700e,1080,1079,402aedf0964a9c7356a974d82aeb92eb,29,0,291,237,longsleeveshirts
a316cdba0ee6a8a99388e55200bd700e,1080,1079,722dbc39f02492d6c2a1b657261054ea,768,9,312,578,coats_jackets
a316cdba0ee6a8a99388e55200bd700e,1080,1079,522485532567aa4d3f79afcb3cfd8130,850,632,230,447,hoodies
a3504efafa0424e5b6b04d83260b1d1b,1080,1080,e8c8a49bdcd79f8a3bdfc288d00460e4,314,248,502,772,polos
