image_hash,width,height,box_hash,x,y,w,h,category
6d85c2cb5b843c68e9bcc302450d667f,850,850,7cd91a31046b476e4faafcfae4aafe71,130,286,353,320,bras
6d85c2cb5b843c68e9bcc302450d667f,850,850,8ce3ce1aff80ecb75bb92e431d3023dc,465,496,275,278,panties_briefs
6e2056e960c04e1fe714928c2a7c6796,1080,1350,37310582c626c1178fcc716a52aa55b4,235,456,496,661,onepieceswimsuits
6e00a6d1335198112568bfd7705da481,854,854,a81a3bbdce0eadcd215eff0b03ef4bcb,215,24,395,750,onepieceswimsuits
6e7ac6aad1bd261222c2093d8efbc380,1080,1349,ff0d6f4aae5044b2dc90758ebc13cc83,502,605,158,179,bustiers_bodysuits
6ec3a1ce5d4e2ba4d067e75c2560b948,1080,1349,0d042745c21551a3fad31f4ce0d7f2f6,426,650,333,699,leggings
6ec3a1ce5d4e2ba4d067e75c2560b948,1080,1349,56d44f39a4e14bf5d61dab956c6799c8,168,696,280,653,leggings
6ec3a1ce5d4e2ba4d067e75c2560b948,1080,1349,eec23546bd7f755a679782b68bda64c2,558,315,281,253,bras
6f9d6306aeb6f9eca0a0db1a11d48f81,1080,1349,540b32c6afdf00239ce85b427218a09b,389,441,323,623,onepieceswimsuits
6fab2209a1772dbfe928c54c0bef9edb,1080,1080,0537c9be31f0cb3070fbec32b24207a6,383,305,354,477,bras
6fab2209a1772dbfe928c54c0bef9edb,1080,1080,2c32bdeca7f34be948cf074aa21e75cc,349,768,403,312,jeans
43c327edceb48991fa315586d157d85e,800,800,f179217ac9f9e50a5d4fe80276f849d1,478,222,253,559,dresses
43c327edceb48991fa315586d157d85e,800,800,ef799bf101bc8ab5b09c7b8b1fcebf8a,47,221,357,568,dresses
43e047ae721bbad60a44164b27f7549b,1080,1232,debeb2f5d90eb7c75f83a63c5b151535,435,1094,235,138,panties_briefs
43e047ae721bbad60a44164b27f7549b,1080,1232,38e946dd1df0c3c0120e1e6fb87e9a7f,417,526,294,337,bras
43e047ae721bbad60a44164b27f7549b,1080,1232,ff28ff591ec36ff7c284ca59ef429cc3,204,458,726,774,robes
4525550584aee0e813e4a5c9964bb5d3,1080,1340,d5ceab6b42fe031ddba08ecc9cb2fb19,460,950,325,258,panties_briefs
4525550584aee0e813e4a5c9964bb5d3,1080,1340,0b1c6b0d90d4269c7ebaddf87836d065,313,465,439,517,tees
22177defd63a13f83ed6d8b05d5a8e62,810,1013,343909b3cfa6687c98076c793cac7bac,250,371,315,135,bikinitops
22177defd63a13f83ed6d8b05d5a8e62,810,1013,d3d4f89ac47160892a9501f622d87a14,267,608,339,281,bikinibottoms
22177defd63a13f83ed6d8b05d5a8e62,810,1013,16c5da6c9239372c22c9199c0f484487,176,224,609,789,robes
345f733a612a845bce3f3c08ca968a1a,1080,1080,cebc7820d600eb4b2c76437ddcc6a2ee,338,173,398,697,dresses
700b171d02d7c5d511c10bda834c8f3d,1024,1024,77e4e661498b1175278b2c389dfe376d,387,380,350,503,tanks_camis
700f37b19690366258d758a4ea5f0ef2,1080,1266,9e78f6b079bffb47c43efe7722e5b668,384,302,254,379,onepieceswimsuits
706eac49c64a90efe3ac2f6f0389548c,1080,1080,7aa51124db2b794c72b6d908e162121e,2,111,1029,853,bras
7046cbb65c301a8bdac6a0aa06acd4fa,1080,1349,b26a03181e2a8af75f3211dddc22f028,376,197,373,912,dresses
708b4939258b65d8a527870d5e8f8f69,1080,1350,bbe2ecdc16fc75e34ae0310f4678c052,0,434,792,598,buttondowns
70e3b2f1f5f8f4f1e922cd5bf291c6a8,902,1015,c9ef9d1f53c562c3472002151df568c4,114,351,274,528,bustiers_bodysuits
70e3b2f1f5f8f4f1e922cd5bf291c6a8,902,1015,777f46290e936968dcca27f416c0324e,533,329,309,507,bustiers_bodysuits
7123fabbbefc3ce43c26f39f764b28aa,1080,911,bc22930940edfa267458371de3aef711,223,360,403,428,bras
7123fabbbefc3ce43c26f39f764b28aa,1080,911,a1a1c6ac2c8897607b391c71d9086b7e,705,507,229,286,panties_briefs
716d18554715665730d60acb32b5f771,812,1015,e11525a5cb1d3b72a5d5813b7b78e7f5,152,526,397,202,bustiers_bodysuits
716d18554715665730d60acb32b5f771,812,1015,8c7a14448ae29ec260161be2a988bb79,460,337,205,276,skirts
716d18554715665730d60acb32b5f771,812,1015,4beb574d4cc9c87dfe0be38285df3d0c,410,192,136,119,bras
717f18b735a7573497836710adeaa604,1080,1080,6bba2732eade29648595e1f50b332976,362,756,289,310,shorts
717f18b735a7573497836710adeaa604,1080,1080,b8d94a5683fca5af14060c47c71826a8,272,321,375,462,tees
717f18b735a7573497836710adeaa604,1080,1080,3807db0abe0baaf59488baf6527e85e8,149,270,240,264,tees
714fdc6d6b3214e23f575a9c1e725eb3,1000,1000,3491075a289efb0b7033b4eca3a44149,134,703,217,140,panties_briefs
