image_hash,width,height,box_hash,x,y,w,h,category
a626d1591e216071ce6a51f62cd5a7bb,999,999,f2a3b553b4542c1c02c6877da77bc73e,229,508,190,398,sweaters
a626d1591e216071ce6a51f62cd5a7bb,999,999,c1ee220689f2e90f233df3716819063d,0,435,684,564,suitcoats_blazers
6f03d5aca7f867520d6fcc87ec25dd30,1080,866,9e1fe8e7c54139f49393068a6cccf3ef,496,229,301,304,tees
6f03d5aca7f867520d6fcc87ec25dd30,1080,866,2a5d966383a29f0fc1ab5812d3c9bfb7,493,494,321,372,skirts
6f03d5aca7f867520d6fcc87ec25dd30,1080,866,a3368f0259470bf1521b03036039e92b,304,214,209,652,dresses
52a9602d5e726bf5c10df00c3e85c9a3,921,921,793b45fd753cbca9807066c148b65fc3,704,234,217,618,buttondowns
cceff74f295a3490c56e1a45bd8a1288,876,975,1962336d4567d5833f8abdcc266b5f63,149,358,319,617,longsleeveshirts
cceff74f295a3490c56e1a45bd8a1288,876,975,997bc46b048c0d5e278838ec4d0e178b,384,337,302,621,longsleeveshirts
cceff74f295a3490c56e1a45bd8a1288,876,975,d902f9c69d6c11d99414b8fb797b3cba,434,698,233,277,skirts
cceff74f295a3490c56e1a45bd8a1288,876,975,a20225de4798de0fcf164b025ce64ed6,176,684,202,291,skirts
a24ec84150d995fa27fa4e2c3e73af91,869,869,8568d32ceafc4ee971450cde04e5276a,1,188,466,681,suitcoats_blazers
e413d36b9f8074e3934785b10453c186,886,1108,5bf18b946eaeec24480e4164d20ffe30,0,393,429,683,tees
e413d36b9f8074e3934785b10453c186,886,1108,ed451d25a02a7928745cc022a3b2be5b,338,386,548,722,tees
3fef299f9024aa933c1750d94f53104e,937,1170,974ff0d14dddf8a7df34ef78cba92d16,420,380,340,301,bikinitops
3fef299f9024aa933c1750d94f53104e,937,1170,74c366a007d027dc24dce025edd3bdb4,457,755,274,263,bikinibottoms
3fef299f9024aa933c1750d94f53104e,937,1170,4b58556817986f6df50a889dbe9ed994,156,501,318,463,onepieceswimsuits
3fef299f9024aa933c1750d94f53104e,937,1170,661746b9dee76b0f7b9251b9ee6a5550,791,260,146,555,onepieceswimsuits
3fef299f9024aa933c1750d94f53104e,937,1170,35868dd919b8c0e230ea09df2b32b81b,21,67,201,388,onepieceswimsuits
1603f89b2295d7e4b40ce01210ca860b,1066,1332,a8c1c954bc71abe90516d02bd1c82442,225,556,449,619,hoodies
1603f89b2295d7e4b40ce01210ca860b,1066,1332,3599fd1db4abcd65d45b0d52fb10a638,595,829,455,503,hoodies
1603f89b2295d7e4b40ce01210ca860b,1066,1332,395c495a9b24af959980f06a325d7328,195,965,439,367,pants
1603f89b2295d7e4b40ce01210ca860b,1066,1332,6e0ca585f4c605bc182be2c7988160b3,0,743,243,576,pants
4f1f20b4f251fb972b12fadc811146f9,861,988,81b68770bf0da1e7e56e916d4838040a,163,276,201,360,onepieceswimsuits
4f1f20b4f251fb972b12fadc811146f9,861,988,c56922afb01e4b96afdeac93c48a42e3,416,238,228,366,onepieceswimsuits
858f3736049d0e6309b013c55d59f346,1080,1350,7a8fabfc838177ae6c82ce50884a1a4a,402,305,314,476,longsleeveshirts
858f3736049d0e6309b013c55d59f346,1080,1350,dfdb90e0a1bb48b7b912f564585d364e,79,259,316,532,sweaters
858f3736049d0e6309b013c55d59f346,1080,1350,60e7a683664cae7e5ebea825a5d9bd6f,129,668,245,419,jeans
115d94446310d7c4e90aee1298fb2109,948,948,14a518b82d79602d88141c7ccf118e9b,164,281,301,490,dresses
115d94446310d7c4e90aee1298fb2109,948,948,0f1f07b8e87a0cf34b27e5ea67bcfd12,473,267,238,420,dresses
98bb2280790f5df6d01288ad7b63b998,1080,1301,b83d6787307f07bf98b0643c2b1459cd,745,830,234,452,tees
98bb2280790f5df6d01288ad7b63b998,1080,1301,994bcda09795691db6aa441fc8497700,483,773,190,311,longsleeveshirts
98bb2280790f5df6d01288ad7b63b998,1080,1301,c5585d04ff39c7f9f1c700a61fde9c95,617,850,151,451,cardigans
98bb2280790f5df6d01288ad7b63b998,1080,1301,27896ad532adb5a04d7585dc750682f9,468,1048,170,253,pants
008acba45bd8c866b01bf715c2cd307f,1080,1080,d4479982590530cd3d99598976843a7b,469,294,376,781,dresses
009fbc52e94f48cc408eb8ae073b3522,1080,1080,d89930ef92e0a5137ac4cd40908ce58d,320,443,510,483,bras
009fbc52e94f48cc408eb8ae073b3522,1080,1080,b4a8231844829224f50c6d2766bf70bc,2,414,1078,652,blouses
00bb46bfdc387d9d60511e3dd88fe0b1,1080,1080,96a33be86bdc2b5d2965eb7ac360beb4,444,574,279,267,bras
00bb46bfdc387d9d60511e3dd88fe0b1,1080,1080,b98eb1bb5bd0a86a1fb6e657520cfbb1,384,404,501,476,tees
0116955a4091db332b8ced41dbd62362,1080,1350,b9d0b3a218f65e07a309e2faacf82edb,584,848,306,163,panties_briefs
0116955a4091db332b8ced41dbd62362,1080,1350,3e7ab834449ecdb3582438fcaa02a62f,150,771,284,222,panties_briefs
